index,adc_raw,adc_volts,adc_read_ns,dac_write_ns,proc_ns,loop_ns
484,2513199,0.748992,16278,3463,19741,66445
485,2513093,0.748960,16278,3444,19722,67370
486,2513102,0.748963,16278,3444,19722,66389
487,2513136,0.748973,16277,3463,19740,66407
488,2513188,0.748988,16259,3463,19722,66463
489,2513249,0.749007,16278,3463,19741,67426
490,2513214,0.748996,16278,3463,19741,66408
491,2513277,0.749015,16278,3444,19722,66462
492,2513282,0.749016,16259,3444,19703,66426
493,2513231,0.749001,16278,3445,19723,67371
494,2513207,0.748994,16260,3444,19704,66407
495,2513256,0.749009,16278,3463,19741,81926
496,2513226,0.749000,16259,3444,19703,51555
497,2513222,0.748999,16278,3444,19722,66426
498,2513244,0.749005,16352,3426,19778,66445
499,2513235,0.749002,16315,3426,19741,66407
500,2513122,0.748969,16297,3444,19741,67426
501,2513185,0.748988,16296,3463,19759,66518
502,2513198,0.748991,16315,3426,19741,66445
503,2513218,0.748997,16315,3444,19759,66481
504,2513241,0.749004,16296,3445,19741,66408
505,2513191,0.748989,16315,3444,19759,67407
506,2513155,0.748979,16296,3445,19741,66463
507,2513173,0.748984,16259,3444,19703,66444
508,2513179,0.748986,16260,3463,19723,66408
509,2513176,0.748985,16278,3463,19741,67389
510,2513160,0.748980,16278,3463,19741,66407
511,2513211,0.748995,16278,3463,19741,66500
512,2513195,0.748991,16260,3444,19704,66370
513,2513165,0.748982,16296,3463,19759,67426
514,2513178,0.748985,16277,3426,19703,66370
515,2513138,0.748974,16277,3445,19722,66482
516,2513200,0.748992,16259,3444,19703,66407
517,2513074,0.748955,16278,3444,19722,67389
518,2513154,0.748978,16277,3426,19703,66370
519,2513101,0.748963,16297,3444,19741,66389
520,2513161,0.748980,16297,3444,19741,66463
521,2513164,0.748981,16278,3444,19722,67463
522,2513101,0.748963,16315,3444,19759,66444
523,2513208,0.748994,16333,3444,19777,66463
524,2513153,0.748978,16314,3445,19759,66482
525,2513103,0.748963,16278,3463,19741,66463
526,2513096,0.748961,16296,3445,19741,67389
527,2513179,0.748986,16315,3444,19759,66425
528,2513178,0.748985,16259,3463,19722,66408
529,2513138,0.748974,16278,3481,19759,66444
530,2513155,0.748979,16296,3463,19759,67463
531,2513192,0.748990,16297,3444,19741,66426
532,2513208,0.748994,16259,3463,19722,66426
533,2513147,0.748976,16259,3463,19722,66444
534,2513172,0.748984,16277,3426,19703,66426
535,2513120,0.748968,16297,3444,19741,67500
536,2513096,0.748961,16296,3444,19740,66370
537,2513096,0.748961,16277,3445,19722,66445
538,2513190,0.748989,16277,3445,19722,66463
539,2513161,0.748980,16296,3445,19741,67426
540,2513143,0.748975,16296,3426,19722,66407
541,2513210,0.748995,16260,3444,19704,66463
542,2513201,0.748992,16296,3463,19759,66426
543,2513195,0.748991,16296,3426,19722,66389
544,2513188,0.748988,16278,3444,19722,67407
545,2513198,0.748991,16315,3444,19759,66426
546,2513097,0.748961,16314,3463,19777,66481
547,2513111,0.748966,16277,3482,19759,66482
548,2513210,0.748995,16278,3444,19722,67370
549,2513167,0.748982,16278,3445,19723,66445
550,2513169,0.748983,16259,3482,19741,66444
551,2513142,0.748975,16278,3481,19759,66407
552,2513210,0.748995,16277,3463,19740,66463
553,2513106,0.748964,16278,3463,19741,67426
554,2513185,0.748988,16278,3444,19722,66370
555,2513069,0.748953,16314,3463,19777,80000
556,2513120,0.748968,16278,3426,19704,53556
557,2513078,0.748956,16296,3426,19722,66426
558,2513041,0.748945,16296,3444,19740,66481
559,2513091,0.748960,16297,3426,19723,66408
560,2513054,0.748949,16296,3445,19741,67463
561,2513135,0.748973,16315,3426,19741,66407
562,2513078,0.748956,16315,3426,19741,66463
563,2513078,0.748956,16296,3445,19741,66426
564,2513113,0.748966,16297,3444,19741,67407
565,2513091,0.748960,16315,3444,19759,66463
566,2513133,0.748972,16314,3445,19759,66389
567,2513214,0.748996,16278,3444,19722,66407
568,2513226,0.749000,16278,3445,19723,66482
569,2513127,0.748970,16278,3426,19704,67426
570,2513140,0.748974,16259,3463,19722,66425
571,2513167,0.748982,16278,3463,19741,66408
572,2513121,0.748969,16260,3463,19723,66463
573,2513088,0.748959,16260,3444,19704,67370
574,2513033,0.748942,16259,3463,19722,66444
575,2513074,0.748955,16277,3445,19722,66371
576,2513055,0.748949,16278,3444,19722,66481
