index,adc_raw,adc_volts,adc_read_ns,dac_write_ns,proc_ns,loop_ns
477,2514847,0.749483,27482,20611,48093,67037
478,2514855,0.749485,27426,20630,48056,67000
479,2514822,0.749475,27389,20630,48019,65963
480,2514809,0.749472,27463,20630,48093,67074
481,2514813,0.749473,27482,20611,48093,67018
482,2514830,0.749478,27426,20592,48018,65981
483,2514901,0.749499,27500,20555,48055,67000
484,2514876,0.749492,27519,20629,48148,66148
485,2514974,0.749521,27481,20648,48129,67111
486,2515079,0.749552,27463,20593,48056,67019
487,2515091,0.749556,27445,20648,48093,66037
488,2515085,0.749554,27444,20556,48000,66926
489,2514997,0.749528,27500,20722,48222,67166
490,2514993,0.749526,27408,20574,47982,65908
491,2514907,0.749501,27370,20760,48130,67037
492,2514947,0.749513,27389,20611,48000,65944
493,2514800,0.749469,27445,20648,48093,67037
494,2513369,0.749042,27408,20648,48056,67000
495,2513115,0.748967,27389,20593,47982,65926
496,2513046,0.748946,27481,20611,48092,67055
497,2513067,0.748952,27407,20667,48074,67000
498,2513177,0.748985,27426,20686,48112,66056
499,2513197,0.748991,27426,20648,48074,67036
500,2513221,0.748998,27407,20630,48037,66982
501,2513264,0.749011,27481,20667,48148,66111
502,2513271,0.749013,27463,20555,48018,66981
503,2513232,0.749002,27389,20629,48018,66963
504,2513190,0.748989,27408,20648,48056,66019
505,2513190,0.748989,27463,20648,48111,67055
506,2513210,0.748995,27685,20630,48315,66778
507,2513182,0.748987,27426,20611,48037,66018
508,2513139,0.748974,27537,20556,48093,67056
509,2513240,0.749004,27482,20629,48111,67055
510,2513203,0.748993,27444,20593,48037,66019
511,2513229,0.749001,27519,20574,48093,67037
512,2513206,0.748994,27500,20685,48185,66111
513,2513203,0.748993,27462,20612,48074,66963
514,2513204,0.748993,27500,20630,48130,67037
515,2513211,0.748995,27426,20630,48056,66018
516,2513206,0.748994,27481,20630,48111,67037
517,2513208,0.748994,27482,20611,48093,67037
518,2513198,0.748991,27444,20741,48185,66185
519,2513157,0.748979,27426,20611,48037,66981
520,2513164,0.748981,27407,20611,48018,65963
521,2513241,0.749004,27426,20593,48019,66982
522,2513215,0.748997,27481,20556,48037,67000
523,2513261,0.749010,27500,20629,48129,66129
524,2513262,0.749011,27463,20648,48111,67056
525,2513256,0.749009,27518,20630,48148,67111
526,2513241,0.749004,27463,20648,48111,66055
527,2513240,0.749004,27463,20667,48130,67093
528,2513215,0.748997,27426,20648,48074,66018
529,2513227,0.749000,27500,20648,48148,67093
530,2513250,0.749007,27556,20666,48222,66166
531,2513239,0.749004,27444,20722,48166,67111
532,2513236,0.749003,27500,20648,48148,67074
533,2513287,0.749018,27463,20685,48148,66111
534,2513244,0.749005,27463,20611,48074,67000
535,2513299,0.749022,27445,20537,47982,65908
536,2513202,0.748993,27408,20592,48000,66962
537,2513243,0.749005,27518,20593,48111,67056
538,2513238,0.749003,27500,20648,48148,66111
539,2513248,0.749006,27445,20685,48130,67074
540,2513244,0.749005,27500,20555,48055,66018
541,2513282,0.749016,27519,20666,48185,67148
542,2513285,0.749017,27426,20666,48092,67037
543,2513239,0.749004,27426,20666,48092,66074
544,2513233,0.749002,27426,20666,48092,67037
545,2513307,0.749024,27445,20666,48111,66074
546,2513308,0.749024,27444,20648,48092,67037
547,2513315,0.749026,27482,20666,48148,67111
548,2513319,0.749028,27500,20592,48092,66074
549,2513281,0.749016,27463,20648,48111,67037
550,2513297,0.749021,27444,20593,48037,65982
551,2513296,0.749021,27500,20611,48111,67018
552,2513262,0.749011,27444,20611,48055,67000
553,2513263,0.749011,27518,20685,48203,66148
554,2513301,0.749022,27519,20611,48130,67056
555,2513293,0.749020,27425,20556,47981,66907
556,2513326,0.749030,27481,20611,48092,66018
557,2513330,0.749031,27426,20611,48037,66963
558,2513351,0.749037,27371,20574,47945,66871
559,2513369,0.749042,27463,20648,48111,66055
560,2513290,0.749019,27426,20611,48037,66981
561,2513300,0.749022,27463,20630,48093,67019
562,2513300,0.749022,27500,20685,48185,66148
563,2513295,0.749020,27463,20686,48149,67093
564,2513335,0.749032,27444,20649,48093,66074
565,2513300,0.749022,27500,20667,48167,67111
566,2513279,0.749016,27815,20685,48500,67444
567,2513334,0.749032,27407,20593,48000,66000
568,2513193,0.748990,27500,20722,48222,66166
569,2513264,0.749011,27408,20759,48167,67130
570,2513218,0.748997,27481,20593,48074,66037
571,2513287,0.749018,27444,20611,48055,66981
572,2513270,0.749013,27426,20648,48074,67000
573,2513299,0.749022,27426,20741,48167,66093
574,2513275,0.749014,27500,20611,48111,67055
575,2513242,0.749005,27463,20611,48074,67000
576,2513165,0.748982,27407,20574,47981,65926
577,2513217,0.748997,27500,20667,48167,67093
578,2513187,0.748988,27426,20648,48074,67018
579,2513217,0.748997,27518,20630,48148,66074
580,2513181,0.748986,27426,20630,48056,67000
581,2513188,0.748988,27482,20666,48148,66092
582,2513203,0.748993,27426,20611,48037,66982
583,2513277,0.749015,27445,20666,48111,67055
584,2513193,0.748990,27371,20666,48037,66000
585,2513170,0.748983,27426,20648,48074,67019
586,2513201,0.748992,27426,20648,48074,67037
587,2513190,0.748989,27445,20648,48093,66074
588,2513201,0.748992,27426,20741,48167,67111
589,2513196,0.748991,27426,20667,48093,66074
590,2513182,0.748987,27370,20667,48037,66981
591,2513235,0.749002,27445,20722,48167,67111
592,2513162,0.748981,27519,20685,48204,66167
593,2513202,0.748993,27482,20703,48185,67092
594,2513178,0.748985,27519,20685,48204,66167
595,2513182,0.748987,27518,20741,48259,67185
